X1,y
-3.6786786786786787,-1697.3169753033
-3.6686686686686687,-1696.6308321043882
-3.6586586586586587,-1697.3185287610615
-3.6486486486486487,-1696.0262694077562
-3.6386386386386387,-1696.1461319061077
-3.6286286286286287,-1696.9510414983208
-3.6186186186186187,-1696.3667560501012
-3.6086086086086087,-1697.8758442915132
-3.5985985985985987,-1698.2940603955083
-3.5885885885885886,-1696.3834311215583
-3.5785785785785786,-1696.6761693474702
-3.5685685685685686,-1696.2278314259706
-3.5585585585585586,-1694.499738108019
-3.5485485485485486,-1695.9584234159126
-3.5385385385385386,-1697.835745148367
-3.5285285285285286,-1695.825926654847
-3.5185185185185186,-1698.2788703734745
-3.5085085085085086,-1697.4445675877978
-3.4984984984984986,-1697.0712446083276
-3.4884884884884886,-1695.3096803013736
-3.4784784784784786,-1697.7877978650915
-3.4684684684684686,-1697.889501601722
-3.4584584584584586,-1697.1815356075085
-3.4484484484484486,-1697.7665813894653
-3.4384384384384385,-1695.9964872010166
-3.4284284284284285,-1698.2230746515065
-3.4184184184184185,-1698.3106318155742
-3.4084084084084085,-1697.6210032279278
-3.3983983983983985,-1697.7012356538955
-3.388388388388388,-1695.2936911694062
-3.378378378378378,-1696.2938224363177
-3.368368368368368,-1697.175712021878
-3.358358358358358,-1698.5087188021134
-3.348348348348348,-1696.4589403269017
-3.338338338338338,-1698.3235386707129
-3.328328328328328,-1698.888114440121
-3.318318318318318,-1696.175333571011
-3.308308308308308,-1697.0664407714587
-3.298298298298298,-1696.4825445796225
-3.288288288288288,-1697.1046957704805
-3.278278278278278,-1696.5866128315406
-3.268268268268268,-1698.1144890567637
-3.258258258258258,-1698.5177263252679
-3.248248248248248,-1696.8219089852219
-3.238238238238238,-1698.3269331876975
-3.228228228228228,-1698.2330933212938
-3.218218218218218,-1698.019096067081
-3.208208208208208,-1697.5661044245585
-3.198198198198198,-1697.957597514857
-3.188188188188188,-1698.9985749170417
-3.178178178178178,-1698.2872620464766
-3.168168168168168,-1699.887066815888
-3.158158158158158,-1697.0584522326565
-3.148148148148148,-1699.3057613593105
-3.138138138138138,-1698.8281070631522
-3.128128128128128,-1697.691578664483
-3.118118118118118,-1698.503326760155
-3.108108108108108,-1696.240769188377
-3.098098098098098,-1699.0966607135272
-3.088088088088088,-1697.5567729544748
-3.078078078078078,-1697.8831266620714
-3.068068068068068,-1699.031957361605
-3.058058058058058,-1697.3606072233522
-3.048048048048048,-1698.0754502351263
-3.038038038038038,-1697.1521333727103
-3.028028028028028,-1697.12043978998
-3.018018018018018,-1695.8007280146833
-3.008008008008008,-1696.6474560345475
-2.997997997997998,-1698.3731858419465
-2.987987987987988,-1698.2634032016
-2.977977977977978,-1696.944384448157
-2.967967967967968,-1697.4088003333413
-2.957957957957958,-1697.4439525579864
-2.947947947947948,-1699.721060148415
-2.937937937937938,-1698.148450248523
-2.9279279279279278,-1698.8821750533498
-2.9179179179179178,-1697.884239565121
-2.9079079079079078,-1698.2823345738273
-2.8978978978978978,-1697.2940252961116
-2.8878878878878878,-1697.9070060090328
-2.8778778778778777,-1697.4579162821353
-2.8678678678678677,-1698.7306833610003
-2.8578578578578577,-1699.2287305402024
-2.8478478478478477,-1698.7143539975068
-2.8378378378378377,-1698.3413447381859
-2.8278278278278277,-1697.9651926087893
-2.8178178178178177,-1696.1050554136734
-2.8078078078078077,-1698.426641536045
-2.7977977977977977,-1699.3603494048973
-2.7877877877877877,-1698.7704062001237
-2.7777777777777777,-1698.9080404190904
-2.7677677677677677,-1697.982982990691
-2.7577577577577577,-1700.0252814989292
-2.7477477477477477,-1698.4412425103042
-2.7377377377377377,-1698.3680179865592
-2.7277277277277276,-1698.3123635083443
-2.7177177177177176,-1699.1618806335298
-2.7077077077077076,-1698.8225063143204
-2.6976976976976976,-1700.0286655135872
-2.6876876876876876,-1699.1179445079867
-2.6776776776776776,-1699.1875061206613
-2.6676676676676676,-1698.2486146184033
-2.6576576576576576,-1699.8408671165066
-2.6476476476476476,-1697.9235066029946
-2.6376376376376376,-1697.2302401802333
-2.6276276276276276,-1700.8147297697583
-2.6176176176176176,-1698.3385060339867
-2.6076076076076076,-1698.1078767497545
-2.5975975975975976,-1699.442241830357
-2.5875875875875876,-1699.2220966391537
-2.5775775775775776,-1698.9777254224318
-2.5675675675675675,-1699.1626557442664
-2.5575575575575575,-1699.1938978539322
-2.5475475475475475,-1700.580908711235
-2.5375375375375375,-1697.7725933601419
-2.5275275275275275,-1697.865326352908
-2.5175175175175175,-1699.7783292241693
-2.5075075075075075,-1700.4514093127875
-2.4974974974974975,-1698.4839401285521
-2.4874874874874875,-1699.6008129948382
-2.4774774774774775,-1698.9030918817243
-2.4674674674674675,-1699.38439348221
-2.4574574574574575,-1698.393546334015
-2.4474474474474475,-1698.410355961449
-2.4374374374374375,-1699.8507225035887
-2.4274274274274275,-1700.52850910054
-2.4174174174174174,-1700.7481035625003
-2.4074074074074074,-1698.574805806078
-2.3973973973973974,-1700.3940644629893
-2.3873873873873874,-1699.7320415795239
-2.3773773773773774,-1699.841559283696
-2.3673673673673674,-1699.3178325615347
-2.3573573573573574,-1701.2215650911317
-2.3473473473473474,-1699.1165267085116
-2.3373373373373374,-1698.801434301491
-2.3273273273273274,-1699.2569232583007
-2.3173173173173174,-1699.6762515370638
-2.3073073073073074,-1699.2879852191168
-2.2972972972972974,-1699.0063590597654
-2.2872872872872874,-1702.198018181852
-2.2772772772772774,-1697.489533137195
-2.2672672672672673,-1699.0753721427775
-2.2572572572572573,-1700.1378940678726
-2.2472472472472473,-1699.896458880693
-2.2372372372372373,-1699.0317837481764
-2.2272272272272273,-1699.66164948458
-2.2172172172172173,-1701.596250033347
-2.2072072072072073,-1697.5210927242263
-2.1971971971971973,-1699.716146262838
-2.1871871871871873,-1698.6054529139099
-2.1771771771771773,-1700.33769549343
-2.1671671671671673,-1698.12928861142
-2.1571571571571573,-1699.3993419967935
-2.1471471471471473,-1699.0968618712302
-2.1371371371371373,-1700.7709790918725
-2.1271271271271273,-1698.5346004560631
-2.1171171171171173,-1699.075947601231
-2.1071071071071072,-1698.4839395562208
-2.0970970970970972,-1700.4338933654474
-2.0870870870870872,-1700.3068529442867
-2.0770770770770772,-1697.541929148162
-2.067067067067067,-1700.9258816885874
-2.057057057057057,-1700.0218355865643
-2.047047047047047,-1698.7690145433032
-2.037037037037037,-1699.828200958211
-2.027027027027027,-1699.3629922661928
-2.017017017017017,-1700.3654149952288
-2.007007007007007,-1699.6159300981385
-1.9969969969969972,-1701.3125328577412
-1.9869869869869872,-1698.367895346408
-1.9769769769769772,-1700.1642100911747
-1.9669669669669672,-1700.7462442700628
-1.9569569569569571,-1699.4197030040543
-1.9469469469469471,-1700.5668258934948
-1.9369369369369371,-1701.460384597529
-1.9269269269269271,-1701.4928636519437
-1.9169169169169171,-1699.4723930134762
-1.9069069069069071,-1700.3457596243325
-1.8968968968968971,-1700.3399077658746
-1.886886886886887,-1699.1484824202498
-1.876876876876877,-1701.3730720550031
-1.866866866866867,-1700.996944019131
-1.856856856856857,-1700.6711660954675
-1.846846846846847,-1700.2119547169893
-1.836836836836837,-1700.368497777617
-1.826826826826827,-1700.6332335387362
-1.816816816816817,-1700.427992768462
-1.806806806806807,-1700.4936916626775
-1.796796796796797,-1701.1260107949581
-1.7867867867867866,-1701.2394194149804
-1.7767767767767766,-1700.1719300887225
-1.7667667667667666,-1701.357381549462
-1.7567567567567566,-1701.6438417456773
-1.7467467467467466,-1700.818798757632
-1.7367367367367366,-1700.6841935426903
-1.7267267267267266,-1698.2898230492483
-1.7167167167167166,-1701.2712668424228
-1.7067067067067065,-1699.643325861617
-1.6966966966966965,-1699.859418272402
-1.6866866866866865,-1701.8155715818302
-1.6766766766766765,-1699.873393669244
-1.6666666666666665,-1701.85054730686
-1.6566566566566565,-1703.3458589246834
-1.6466466466466465,-1700.1003871823473
-1.6366366366366365,-1702.4826173101646
-1.6266266266266265,-1700.295812284941
-1.6166166166166165,-1701.450777664504
-1.6066066066066065,-1699.1272359905968
-1.5965965965965965,-1699.7382974074908
-1.5865865865865865,-1701.2802126306783
-1.5765765765765765,-1701.5346844578755
-1.5665665665665665,-1702.0809442699608
-1.5565565565565564,-1701.3278095191795
-1.5465465465465464,-1701.1872624020914
-1.5365365365365364,-1701.2916204713185
-1.5265265265265264,-1700.7902430916747
-1.5165165165165164,-1700.3884454692381
-1.5065065065065064,-1700.6373325299937
-1.4964964964964964,-1701.7711509309133
-1.4864864864864864,-1702.4648185008286
-1.4764764764764764,-1699.6825151989447
-1.4664664664664664,-1701.7565162516169
-1.4564564564564564,-1701.7393806870223
-1.4464464464464464,-1701.6282964194083
-1.4364364364364364,-1702.9701966772836
-1.4264264264264264,-1701.6251211511876
-1.4164164164164164,-1701.646822981175
-1.4064064064064064,-1700.5668288888437
-1.3963963963963963,-1700.5087500580998
-1.3863863863863863,-1701.223456338141
-1.3763763763763763,-1700.315398873133
-1.3663663663663663,-1700.927302283466
-1.3563563563563563,-1701.3029693988897
-1.3463463463463463,-1701.1463791390092
-1.3363363363363363,-1701.5179808209086
-1.3263263263263263,-1701.7421968613808
-1.3163163163163163,-1701.6351009042614
-1.3063063063063063,-1702.5153987188573
-1.2962962962962963,-1701.1269657020912
-1.2862862862862863,-1702.420551038357
-1.2762762762762763,-1700.605816183374
-1.2662662662662663,-1701.7169260476285
-1.2562562562562563,-1701.4379925058374
-1.2462462462462462,-1701.0136707312265
-1.2362362362362362,-1700.8842130624646
-1.2262262262262262,-1703.118170956181
-1.2162162162162162,-1701.7744712437316
-1.2062062062062062,-1700.707408675507
-1.1961961961961962,-1703.3057134270398
-1.1861861861861862,-1701.2403471522325
-1.1761761761761762,-1703.9032118770497
-1.1661661661661662,-1702.6901745113034
-1.1561561561561562,-1701.6490571358474
-1.1461461461461462,-1703.3644228100295
-1.1361361361361362,-1702.713238465412
-1.1261261261261262,-1703.2195827552114
-1.1161161161161162,-1700.1196328355602
-1.1061061061061062,-1701.6235600323002
-1.0960960960960962,-1701.2405175299552
-1.0860860860860861,-1702.050502928343
-1.0760760760760761,-1702.201279596605
-1.0660660660660661,-1703.484342056519
-1.0560560560560561,-1702.1797252506358
-1.0460460460460461,-1702.6694001197195
-1.0360360360360361,-1701.0700040036354
-1.026026026026026,-1700.8068460812904
-1.016016016016016,-1700.501389252394
-1.006006006006006,-1701.1354360485268
-0.9959959959959956,-1702.6066619449311
-0.9859859859859856,-1703.1439250139886
-0.9759759759759756,-1701.281384866403
-0.9659659659659656,-1701.7117752505958
-0.9559559559559556,-1703.856626538765
-0.9459459459459456,-1701.7526263153643
-0.9359359359359356,-1701.3136083056402
-0.9259259259259256,-1702.0892225589664
-0.9159159159159156,-1702.3532218391776
-0.9059059059059056,-1702.9958366758046
-0.8958958958958956,-1703.6547429077716
-0.8858858858858856,-1701.4279302788882
-0.8758758758758756,-1702.55736269302
-0.8658658658658656,-1702.5017349298118
-0.8558558558558556,-1700.555567101369
-0.8458458458458455,-1701.6238072014492
-0.8358358358358355,-1701.9575033270473
-0.8258258258258255,-1702.206286543161
-0.8158158158158155,-1700.8483735076027
-0.8058058058058055,-1700.6687990809721
-0.7957957957957955,-1701.4789032969288
-0.7857857857857855,-1701.8462038370303
-0.7757757757757755,-1704.5430515196547
-0.7657657657657655,-1702.344746554235
-0.7557557557557555,-1702.6185954426821
-0.7457457457457455,-1702.414555279123
-0.7357357357357355,-1701.585482441206
-0.7257257257257255,-1705.288225715738
-0.7157157157157155,-1703.1378806220387
-0.7057057057057055,-1702.318684233648
-0.6956956956956954,-1703.0754541546614
-0.6856856856856854,-1704.0455347417549
-0.6756756756756754,-1701.779685161752
-0.6656656656656654,-1702.3917967628227
-0.6556556556556554,-1703.6597932591333
-0.6456456456456454,-1702.3938915041929
-0.6356356356356354,-1701.9071430166791
-0.6256256256256254,-1702.7434561024495
-0.6156156156156154,-1701.9682039653378
-0.6056056056056054,-1702.710528613627
-0.5955955955955954,-1703.2040377914632
-0.5855855855855854,-1703.9882493452287
-0.5755755755755754,-1702.9347796158204
-0.5655655655655654,-1702.6745759308233
-0.5555555555555554,-1702.0130561273015
-0.5455455455455454,-1703.024016377396
-0.5355355355355353,-1702.4715133227078
-0.5255255255255253,-1703.9135609626828
-0.5155155155155153,-1703.7515981247966
-0.5055055055055053,-1703.0993782880157
-0.4954954954954953,-1704.063637472994
-0.4854854854854853,-1702.2087811917045
-0.4754754754754753,-1702.5859187197304
-0.4654654654654653,-1702.7899733046766
-0.4554554554554553,-1702.7501849638732
-0.4454454454454453,-1701.0880655476244
-0.4354354354354353,-1703.5979933170959
-0.4254254254254253,-1705.3505904346498
-0.41541541541541527,-1702.9698689722727
-0.40540540540540526,-1703.2397927301508
-0.39539539539539525,-1703.7267282517196
-0.38538538538538525,-1704.208059088588
-0.37537537537537524,-1703.6884387710513
-0.36536536536536524,-1703.0879308400513
-0.35535535535535523,-1703.792105989932
-0.3453453453453452,-1700.8968556297657
-0.3353353353353352,-1704.2898337109625
-0.3253253253253252,-1704.1424667120568
-0.3153153153153152,-1705.657989409384
-0.3053053053053052,-1703.1379049743678
-0.2952952952952952,-1705.4258160372092
-0.2852852852852852,-1703.968884062804
-0.2752752752752752,-1703.72511998401
-0.26526526526526517,-1704.1791974353164
-0.25525525525525516,-1701.7506168120349
-0.24524524524524516,-1702.515115118194
-0.23523523523523515,-1702.210392653228
-0.22522522522522515,-1704.4319683680994
-0.21521521521521514,-1702.440975505055
-0.20520520520520513,-1703.0935886432458
-0.19519519519519513,-1702.8382036609328
-0.18518518518518512,-1702.6001908008468
-0.1751751751751751,-1704.5584128956089
-0.1651651651651651,-1704.0939872906476
-0.1551551551551551,-1702.8270936783613
-0.1451451451451451,-1706.3653288026846
-0.1351351351351351,-1702.2164016471565
-0.12512512512512508,-1703.1966176855422
-0.11511511511511507,-1703.8154737304299
-0.10510510510510507,-1703.5692821340326
-0.09509509509509506,-1704.8397450931188
-0.08508508508508505,-1704.1797731944189
-0.07507507507507505,-1702.7495655116295
-0.06506506506506504,-1702.5718478975436
-0.055055055055055035,-1701.1936658373263
-0.04504504504504503,-1703.9838345761902
-0.03503503503503502,-1704.588482896735
-0.025025025025025016,-1704.46418391589
-0.01501501501501501,-1704.9880118452572
-0.005005005005005003,-1704.0678447459309
0.005005005005005003,-1703.6272775799978
0.01501501501501501,-1704.064272310562
0.025025025025025016,-1702.9537032043843
0.03503503503503502,-1704.3042858714145
0.04504504504504503,-1704.4375407425887
0.055055055055055035,-1704.6913785869704
0.06506506506506504,-1705.7627646563647
0.07507507507507505,-1705.7179178744586
0.08508508508508505,-1705.349328100808
0.09509509509509506,-1702.8887621185254
0.10510510510510507,-1703.31494993732
0.11511511511511507,-1702.8552661638373
0.12512512512512508,-1705.5824619048446
0.1351351351351351,-1706.2388949600563
0.1451451451451451,-1704.9503466104245
0.1551551551551551,-1704.1344913570142
0.1651651651651651,-1703.8316400554204
0.1751751751751751,-1703.3023781943823
0.18518518518518512,-1704.0860906995633
0.19519519519519513,-1702.6477216097348
0.20520520520520513,-1704.6330160913587
0.21521521521521514,-1705.3435096484723
0.22522522522522515,-1706.131668665945
0.23523523523523515,-1705.3594418285659
0.24524524524524516,-1704.2483725295053
0.25525525525525516,-1705.3992307678643
0.26526526526526517,-1703.5937880669953
0.2752752752752752,-1703.1382228445132
0.2852852852852852,-1706.9401574757974
0.2952952952952952,-1703.726538290093
0.3053053053053052,-1706.8502146692724
0.3153153153153152,-1704.2291315755404
0.3253253253253252,-1703.425780086457
0.3353353353353352,-1704.6058145643271
0.3453453453453452,-1705.9703798638948
0.35535535535535523,-1705.2961419149883
0.36536536536536524,-1704.9923761764417
0.37537537537537524,-1704.9329955345406
0.38538538538538525,-1704.9736676115374
0.39539539539539525,-1704.9006735701003
0.40540540540540526,-1704.5973307619006
0.41541541541541527,-1706.039404484564
0.4254254254254253,-1705.092870680721
0.4354354354354353,-1703.3526097005151
0.4454454454454453,-1705.2755363140334
0.4554554554554553,-1705.354747004066
0.4654654654654653,-1703.8527336272168
0.4754754754754753,-1707.5101356172952
0.4854854854854853,-1703.7895923696826
0.4954954954954953,-1705.622894748996
0.5055055055055053,-1704.8470824385586
0.5155155155155153,-1704.9347096751098
0.5255255255255253,-1704.1085829318306
0.5355355355355353,-1705.3386658173065
0.5455455455455454,-1705.7691168726556
0.5555555555555554,-1703.81326532046
0.5655655655655654,-1707.4953049482722
0.5755755755755754,-1705.130816969446
0.5855855855855854,-1706.5190965938002
0.5955955955955954,-1705.9527645794476
0.6056056056056054,-1703.199954529748
0.6156156156156154,-1705.275826657687
0.6256256256256254,-1705.0561815540998
0.6356356356356354,-1707.0528341269767
0.6456456456456454,-1706.020335950086
0.6556556556556554,-1705.1147539105825
0.6656656656656654,-1704.976573638218
0.6756756756756754,-1704.734464796958
0.6856856856856854,-1705.3627434724538
0.6956956956956954,-1704.8643871829368
0.7057057057057055,-1704.9576294987758
0.7157157157157155,-1707.261171842436
0.7257257257257255,-1705.4144457295413
0.7357357357357355,-1704.7035690637388
0.7457457457457455,-1704.901611670757
0.7557557557557555,-1705.8753703214823
0.7657657657657655,-1706.3371580390708
0.7757757757757755,-1706.6698634758732
0.7857857857857855,-1705.702625583113
0.7957957957957955,-1704.4585117120319
0.8058058058058055,-1707.5634157130933
0.8158158158158155,-1706.291523361361
0.8258258258258255,-1706.7914541070784
0.8358358358358355,-1704.886714150431
0.8458458458458455,-1706.2460013182629
0.8558558558558556,-1706.1823493698666
0.8658658658658656,-1705.9486813016683
0.8758758758758756,-1705.306358500857
0.8858858858858856,-1706.1641607699214
0.8958958958958956,-1708.8379348465917
0.9059059059059056,-1705.2684999204243
0.9159159159159156,-1705.3927888741598
0.9259259259259256,-1706.071392880183
0.9359359359359356,-1706.9559084925438
0.9459459459459456,-1705.5401117812105
0.9559559559559556,-1705.5326763783762
0.9659659659659656,-1706.401964814633
0.9759759759759756,-1706.1686834225275
0.9859859859859856,-1706.9021284744963
0.9959959959959956,-1706.1705810840792
1.0060060060060056,-1707.5624413570956
1.0160160160160157,-1705.6147132110002
1.0260260260260257,-1706.9964205428762
1.0360360360360357,-1705.8339689242398
1.0460460460460457,-1707.49805500836
1.0560560560560557,-1706.7021697579817
1.0660660660660657,-1706.242621537198
1.0760760760760757,-1707.8128519640215
1.0860860860860857,-1706.057024299032
1.0960960960960957,-1706.5713397550721
1.1061061061061057,-1707.9545684100215
1.1161161161161157,-1707.5354749863445
1.1261261261261257,-1705.64713216817
1.1361361361361357,-1705.376716286721
1.1461461461461457,-1706.4242009320724
1.1561561561561557,-1705.9075505002718
1.1661661661661658,-1706.1084887690195
1.1761761761761758,-1706.0227293702246
1.1861861861861858,-1705.0863883652921
1.1961961961961958,-1707.8993907906067
1.2062062062062058,-1705.7359516800507
1.2162162162162158,-1706.8144413880104
1.2262262262262258,-1706.676711386704
1.2362362362362358,-1706.7747222029275
1.2462462462462458,-1706.867639609154
1.2562562562562558,-1707.7387087042955
1.2662662662662658,-1706.349193333275
1.2762762762762758,-1704.8816095197635
1.2862862862862858,-1706.6287055930213
1.2962962962962958,-1706.5939776353277
1.3063063063063058,-1707.2999116497692
1.3163163163163158,-1706.7501071790507
1.3263263263263259,-1706.1864862266186
1.3363363363363359,-1707.042915113377
1.3463463463463459,-1707.1464967337447
1.3563563563563559,-1706.3094481725495
1.3663663663663659,-1707.6507375025517
1.3763763763763759,-1706.5002561256758
1.386386386386386,-1705.9524509755113
1.396396396396396,-1705.4328442511135
1.406406406406406,-1706.9031948200898
1.4164164164164168,-1705.4652355930261
1.4264264264264268,-1705.8184429663713
1.4364364364364368,-1707.869085513244
1.4464464464464468,-1708.110831404486
1.4564564564564568,-1707.2178765507672
1.4664664664664668,-1705.9039974403381
1.4764764764764768,-1707.0252399605129
1.4864864864864868,-1707.5736305306307
1.4964964964964969,-1705.4407498129444
1.5065065065065069,-1706.7261085250097
1.5165165165165169,-1709.3536273088237
1.5265265265265269,-1706.7358924267603
1.5365365365365369,-1706.5530324585022
1.5465465465465469,-1706.867484438622
1.556556556556557,-1706.663401012881
1.566566566566567,-1707.2004087420562
1.576576576576577,-1708.471549022798
1.586586586586587,-1707.5438771763936
1.596596596596597,-1708.1388089887494
1.606606606606607,-1708.1459541240076
1.616616616616617,-1708.4963015823355
1.626626626626627,-1706.8007641606137
1.636636636636637,-1707.1753771278604
1.646646646646647,-1707.7414586559742
1.656656656656657,-1707.9626512410437
1.666666666666667,-1707.3567564383548
1.676676676676677,-1706.274158625241
1.686686686686687,-1709.3775890888724
1.696696696696697,-1707.0165168725425
1.706706706706707,-1707.9591253874312
1.716716716716717,-1709.318019278413
1.726726726726727,-1709.3991565366175
1.736736736736737,-1708.3862569676087
1.746746746746747,-1707.2739839377005
1.756756756756757,-1707.1204505795336
1.766766766766767,-1708.4725151062112
1.776776776776777,-1706.53653256214
1.786786786786787,-1706.1505900770576
1.796796796796797,-1707.197507008637
1.806806806806807,-1708.2050162814216
1.816816816816817,-1706.5092144491234
1.826826826826827,-1706.8982579579904
1.836836836836837,-1706.8062662623188
1.846846846846847,-1708.3501573686651
1.856856856856857,-1710.5482682189886
1.866866866866867,-1705.61694271225
1.876876876876877,-1709.3646321572037
1.886886886886887,-1707.8095418456342
1.8968968968968971,-1705.413048442574
1.9069069069069071,-1707.4832370575393
1.9169169169169171,-1706.8845873602754
1.9269269269269271,-1709.3562504232357
1.9369369369369371,-1709.6515408286075
1.9469469469469471,-1708.4265966858734
1.9569569569569571,-1706.8231641794794
1.9669669669669672,-1708.2801833815813
1.9769769769769772,-1708.7485902750254
1.9869869869869872,-1707.776006684029
1.9969969969969972,-1706.912058775517
2.007007007007007,-1709.4589542130875
2.017017017017017,-1709.2445770281574
2.027027027027027,-1708.8427233085633
2.037037037037037,-1706.979435699362
2.047047047047047,-1707.8592725681453
2.057057057057057,-1705.9819607035436
2.067067067067067,-1707.197688408303
2.0770770770770772,-1708.1892493310238
2.0870870870870872,-1706.9090963360854
2.0970970970970972,-1707.9826971814623
2.1071071071071072,-1708.9191355667217
2.1171171171171173,-1707.554259389989
2.1271271271271273,-1708.9505809081152
2.1371371371371373,-1708.5646713750782
2.1471471471471473,-1706.9665115983364
2.1571571571571573,-1708.4155958005317
2.1671671671671673,-1709.1374757216759
2.1771771771771773,-1708.81869204579
2.1871871871871873,-1707.3525837887858
2.1971971971971973,-1708.9469350678112
2.2072072072072073,-1708.801285261265
2.2172172172172173,-1708.944727174068
2.2272272272272273,-1708.2705289601142
2.2372372372372373,-1708.85996423485
2.2472472472472473,-1710.096330543467
2.2572572572572573,-1709.4016954563597
2.2672672672672673,-1709.4673235760408
2.2772772772772774,-1707.3112351700993
2.2872872872872874,-1707.7619005324657
2.2972972972972974,-1708.0073352151946
2.3073073073073074,-1709.119972931879
